code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,870.1782,646.4283,0.831,39.4784,10.4044,7.3828,9.33,39.7155841,26.06,,,,37.52,79.58,1.00048561,,34.95,34.95,55.71,64.94,27.29,27.29,9.3389,,869913024.0,2876478976.0,749633984.0,,8363552768.0,2876478976.0,,1781826944.0,8519551.36428253,257.73,,0.38055277,26.06,0.23,9.34,0.36,749998016.0,224739008.0,38.06,,20.56,852.21,13.31,13.31,26.73,64.94,,1.00145101,0.38000138,0.38055277,0.26060819,340526923776.0,,0.02231892,,0.00844714,1.90942301,,,0.97543941,39.7155841
000002.XSHE,000002.XSHE,2499.3486,1891.3978,1.4373,90.5102,9.5743,14.7646,1.19,2.511838,9.42,52.23,86.25,9.89,13.01,99.02,0.86527778,479.52,67.32,67.32,92.13,61.2,-75.54,-76.42,10.5981,160708830509.5664,422954912.0,3076944896.0,289733472.0,,29456226304.0,3076944896.0,528061352.0,2653989888.0,-1172516.08100079,-95.24,1.6911855,0.14137666,9.42,0.37,1.2,0.04,250699936.0,12053276.0,14.14,3.28,2.82,-692.87,-55.93,-55.93,-74.58,36.16,,1.01845795,0.13881443,0.14137666,0.09416271,95027322880.0,-0.15144192,-0.04469235,2.05249457,0.03237958,5.63427578,0.03320291,12.08884941,0.69002363,2.22605224
000006.XSHE,000006.XSHE,84.446,72.8005,0.9125,50.5217,6.2112,11.5687,3.8,2.52235675,31.97,50.61,67.3,2.04,7.92,101.58,1.00941726,736.73,8.54,8.54,566.21,549.72,-21.93,-22.37,14.3517,8019253387.4314,51811864.0,158451952.0,50655492.0,,1418999424.0,158451952.0,47117485.7812,106640088.0,3810201.30326821,203.06,1.65402934,0.32704524,31.97,1.25,3.83,0.2,51132528.0,9092.0,32.7,-2.45,0.02,621.01,63.24,63.24,-25.19,536.1,,1.01600203,0.32189427,0.32704524,0.31968992,4848313856.0,0.18263962,0.09382524,2.61193921,0.03268187,4.2457332,0.03645283,22.423915899999997,0.70732107,2.41671314
000012.XSHE,000012.XSHE,200.1718,65.1078,1.0978,53.5047,5.1542,14.413,5.96,2.42830245,15.85,33.12,82.55,5.03,5.06,99.27,0.73796923,104.27,55.14,55.14,56.33,49.64,59.67,53.37,5.0792,40580081031.1382,213855056.0,1225244032.0,194262192.0,,2811388672.0,1225244032.0,246737676.0,1011388992.0,1909233.10111836,31.19,4.55415648,0.17362863,15.85,2.43,5.9,0.14,143359520.0,,17.36,2.56,,178.71,19.13,19.13,41.35,39.66,,0.98753725,0.17581983,0.17362863,0.1585498,8910559232.0,1.34608395,0.0626601,0.4887906,0.13750473,0.23972977,0.4577377,0.68391401,0.68448794,2.16945112
000016.XSHE,000016.XSHE,43.644,20.3177,1.6717,38.2834,1.2987,-223.8891,0.39,1.72626237,0.49,20.4,99.56,15.59,3.75,81.55,1.00230942,97.84,-5.18,-5.18,-12.75,5.72,-4.26,-18.62,0.3459,58716585807.6294,12581310.0,2878264064.0,14017361.0,,3592476160.0,2878264064.0,21671790.625,2865682688.0,1301577.91882519,1.97,6.25052155,0.00563116,0.49,0.16,0.42,0.0219,14049733.0,3626667.75,0.56,0.22,23.51,451.51,30.05,30.05,-4.07,51.37,,1.0505986999999999,0.00535996,0.00563116,0.00487007,9393869824.0,3.80684655,0.0097918,1.35943169,0.30639812,2.27411158,0.36673121,,0.61757229,1.61487325
000021.XSHE,000021.XSHE,134.6543,56.2929,1.1661,21.8336,3.918,117.3052,2.06,0.37552467,2.26,2.22,98.65,0.06,0.88,54.78,0.96820669,98.99,9.87,9.87,-16.41,-17.36,-19.76,-19.76,1.1089,6827426023.3484,41571896.0,3075417088.0,69534384.0,,3436781824.0,3075417088.0,69740400.5,3033845248.0,428840.11383317,1.88,1.44423106,0.02467065,2.26,1.54,1.99,0.0791,67323656.0,34300640.0,2.47,-0.2,45.2,138.9,11.67,11.67,-15.08,-17.36,,0.99987591,0.02467371,0.02467065,0.02260974,4727377920.0,2.14382026,0.04474301,2.58893315,0.65055452,3.97599151,0.94915488,,0.27300469,0.37552467
000024.XSHE,000024.XSHE,790.7955,296.8553,0.5479999999999999,93.0892,10.4355,84.5582,0.99,1.39319843,13.74,29.32,82.17,3.37,5.63,100.14,0.93370591,222.33,-21.05,-21.05,-36.5,-36.7,-82.25,-82.21,22.209,14055777046.6611,85455880.0,479392128.0,65856312.0,,8111729664.0,479392128.0,82375355.0,393936256.0,-636855.15957906,-105.05,0.75288128,0.16185995,13.74,0.4,0.96,0.0921,61490428.0,-7861500.0,16.19,-0.62,-9.21,-589.34,-64.08,-64.08,-82.39,-37.68,,0.90924548,0.17801567,0.16185995,0.13737462,18669314048.0,0.11663564,-0.04770241,2.11205791,0.02567808,1.05472286,0.03153355,9.88684436,0.56550462,1.30152061
000027.XSHE,000027.XSHE,244.9483,121.9453,1.3193,16.0148,4.6393,31.881,4.66,0.64320082,21.48,26.58,75.81,0.28,1.46,98.29,0.55657164,115.62,-1.91,-1.91,5.82,8.23,4.95,10.79,2.5021,53030156760.4248,482549792.0,1995115008.0,428506432.0,,8290300928.0,1995115008.0,494474575.75,1512565248.0,2348497.77047483,28.83,4.53781561,0.24585936,21.48,3.7,4.66,0.1986,238494528.0,7967918.5,24.59,0.18,1.62,119.21,5.51,5.51,6.19,27.48,,0.99913297,0.24607271,0.24585936,0.21477781,11686274048.0,0.32068608,0.16939492,3.69707393,0.17072294,0.40066136,0.39861608,1.39251637,0.290595,0.40963204
000028.XSHE,000028.XSHE,42.358000000000004,16.3653,1.0836,36.7344,8.8392,181.6468,9.21,5.27337839,2.5,10.49,98.07,5.01,2.86,53.78,0.53711187,98.46,34.73,34.73,84.2,74.62,30.34,27.75,0.6258,19465056937.2109,35771016.0,1855582208.0,46334716.0,,505586176.0,1855582208.0,75235121.0,1819811200.0,515727.68116128,1.18,6.41857084,0.03431483,2.5,1.57,5.31,0.15,24886926.0,27902982.0,3.43,0.47,41.95,61.07,5.89,5.89,45.33,73.07,,0.95723636,0.03584782,0.03431483,0.02497045,3032615424.0,0.15050336,0.00864461,1.02623864,0.61187521,5.05927349,0.7460043000000001,0.04679525,0.83328378,4.99821666
000029.XSHE,000029.XSHE,72.7384,19.3683,1.1743,327.2165,6.4906,-51.7119,0.46,1.17949035,1.79,20.03,92.62,0.9,6.17,192.93,3.26801194,47.26,65.59,65.59,300.05,24.84,-46.96,-44.37,8.0018,5443608729.6516,20050678.0,271772768.0,4869033.0,,1108243072.0,271772768.0,11973231.25,251722096.0,159580.22818956,4.27,2.24011593,0.07837236,1.79,0.19,1.42,0.0051,15912058.0,1248795.375,7.84,0.58,12.02,57.89,235.16,235.16,142.05,33.64,,2.0494308,0.03824104,0.07837236,0.01791582,2430056704.0,0.08919816,0.00878158,1.32027284,0.11183804,3.40670006,0.18264239,0.79399314,0.54394348,1.19271082
