code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,2216.7002,2216.679,0.8657,8.9318,1.0072,8.9466,1.84,13.24164103,14.51,,33.65,,32.64,312.83,0.99793674,,15.79,15.79,8.94,8.08,-38.42,-38.42,1.8992,,17721999360.0,30051999744.0,4361999872.0,,240042000384.0,30051999744.0,,10112000000.0,-20757431.16967304,-153.11,,0.18937175,14.51,0.13,1.83,0.254,4352999936.0,2180999936.0,18.94,,38.5,-259.64,2.14,2.14,-38.22,8.08,,1.00458956,0.18850659,0.18937175,0.14514841,3418592116736.0,,-0.0144761,,0.00879075,2.75731708,,,0.92978334,13.24164103
000002.XSHE,000002.XSHE,3242.199,2853.3455,1.0135,10.4772,2.3158,8.866,3.54,8.68798625,11.81,35.25,85.59,2.39,3.56,84.18,0.58606261,133.3,48.12,48.12,71.27,73.72,-29.53,-40.93,1.0742,2469178066944.0,10096301056.0,70047604736.0,8275197440.0,,215891755008.0,70047604736.0,14291649536.0,59951300608.0,-6623924.63639203,-30.66,1.72401904,0.17166873,11.81,0.6,3.53,0.44,4849783808.0,1924288256.0,17.17,3.28,16.04,-212.71,-6.79,-6.79,-27.81,28.31,,1.0025614,0.17123014,0.17166873,0.11813677,1432222040064.0,0.00589437,-0.01765645,1.1611589,0.04890834,6.27364926,0.05777559,2.77096715,0.84926101,5.63398234
000006.XSHE,000006.XSHE,90.5847,90.4365,4.4201,10.2332,1.4616,-6.9031,1.51,1.10783661,17.81,38.96,77.17,1.16,5.03,96.37,0.90572381,203.46,19.71,19.71,13.56,6.19,-41.17,-32.74,3.6191,20972418097.8857,122917760.0,538306432.0,95888304.0,,6008349696.0,538306432.0,151241384.0,415388640.0,7769777.50160253,130.75,1.68272807,0.23624693,17.81,0.78,1.5,0.0646,86848320.0,4255479.0,23.62,4.4,3.34,572.6,-5.65,-5.65,-40.3,-2.52,,0.99705287,0.23694523,0.23624693,0.17812959,12463343616.0,0.42938029,0.10903542,2.0017758999999997,0.04319117,201.38718384,0.05584629,3.46545405,0.51791831,1.07433726
000008.XSHE,000008.XSHE,127.6385,117.4091,2.3486,14.5803,1.7969,-23.0198,0.88,0.38138626,12.09,45.24,89.01,9.15,10.61,69.55,0.96035349,80.74,36.23,36.23,-5.35,-5.83,24.9,22.27,4.8324,25312338295.9229,61509368.0,559512320.0,67621384.0,,7178918912.0,559512320.0,104798553.0,498002944.0,-55712.631381800005,-1.27,2.55991961,0.15367459,12.09,0.69,0.92,0.0221,64940432.0,2711183.25,15.37,2.92,3.07,-11.56,7.4,7.4,25.6,-6.06,,0.97221022,0.15806724,0.15367459,0.12085772,9887942656.0,0.8837832,-0.00262496,2.13165337,0.05658531,2.29665009,0.10978718,0.84688051,0.27397244,0.37735818
000009.XSHE,000009.XSHE,139.9224,137.9983,3.2521,272.573,2.7498,118.779,-0.32,3.69931969,1.52,34.5,93.16,11.13,7.67,759.79,2.43073193,144.03,19.4,19.52,-96.31,-76.87,-75.7,-120.46,1.5801,79742997504.0,158884320.0,2311391232.0,35251104.0,7348027723.9224,9977625600.0,2323118080.0,122405547.0,2164233728.0,11393956.69782596,68.97,2.76873063,0.00320688,1.53,0.12,1.69,-0.0076,85685984.0,-171130064.0,0.32,4.37,-818.35,1003.42,-0.33,-0.24,-96.95,-116.24,0.00570906,0.35446227,0.00900151,0.0031906999999999994,0.01517405,28801284096.0,0.33399235,0.08469499,1.65117166,0.08066023,0.63812626,0.1185599,1.02552433,0.65357015,1.88658708
000012.XSHE,000012.XSHE,161.7752,100.4153,1.4082,27.7253,1.8063,13.4969,1.31,1.17798563,4.73,21.93,95.63,3.38,6.29,75.39,0.67491221,114.84,-5.83,-5.83,-55.32,-60.57,-36.61,-39.89,1.4392,58787609360.8027,116445056.0,2680693504.0,126815664.0,,9296581632.0,2680693504.0,242024598.0,2563636736.0,3994814.54487998,24.11,2.96205015,0.05575213,4.73,0.63,0.96,0.04,85589440.0,,5.58,3.27,,554.99,-5.67,-5.67,-35.72,-63.44,,0.96755581,0.05762161,0.05575213,0.04730704,19846932480.0,0.23698862,0.06125502,0.79175151,0.1350684,0.25313011,0.48735819,1.1225808000000002,0.53158597,1.13486347
000021.XSHE,000021.XSHE,120.4961,120.3403,1.4767,23.4825,1.9497,16.7765,4.46,1.28449079,6.41,4.03,98.99,0.3,1.42,12.5,-0.00207512,106.94,22.82,22.82,69.6,67.66,216.36,211.6,0.7486,17514863222.2522,43705708.0,4346119680.0,278526304.0,,6259709952.0,4346119680.0,332485896.0,4302413824.0,4056757.70754515,11.25,1.23359795,0.08053895,6.41,1.92,-0.01,0.1829,-577974.75,-30512550.0,8.05,-0.4,-8.73,1118.4399,1.98,1.98,194.9,66.53,,1.00104337,0.08045501,0.08053895,0.0640862,14198194176.0,3.37353716,0.06157643,1.12615354,0.30610369,1.73239685,0.49699741,,0.55911929,1.26818723
000025.XSHE,000025.XSHE,99.1731,90.3661,2.2403,159.7027,9.9263,215.9899,0.9,0.49386612,9.69,23.0,96.02,5.08,10.39,34.74,0.75940229,108.37,19.69,19.69,-34.39,-41.52,-21.09,-17.55,24.8275,2130392664.0,3682913.75,92625768.0,8976401.0,,1048659072.0,92625768.0,12494194.125,88942856.0,21082.23202404,2.26,1.38150547,0.11441889,9.69,0.59,0.69,0.03,6816699.5,6915224.5,11.44,2.04,65.23,56.77,-12.5,-12.5,-18.22,-44.28,,0.99971777,0.11445119999999999,0.11441889,0.09691041,1542080512.0,2.45638551,0.00423733,1.32097483,0.06006546,0.16886032,0.15934515,0.48981062,0.31997124,0.47052605
000027.XSHE,000027.XSHE,257.692,257.692,0.3301,35.2674,1.2227,13.7412,0.32,2.68780695,2.14,21.42,97.01,1.19,4.72,78.04,0.73958099,171.69,2.91,2.91,-71.04,-79.07,-81.93,-85.97,1.3915,94157620958.7314,131299112.0,4395780608.0,94001096.0,29482099009.692,24454918144.0,4395780608.0,669407184.0,4264481536.0,13708928.29724501,80.37,1.16053779,0.03765373,2.14,0.12,0.33,0.0169,69521424.0,10227730.0,3.77,11.4,6.08,2690.5601,1.39,1.39,-73.75,-83.31,0.01083306,0.98377381,0.03827478,0.03765373,0.02138439,81132748800.0,0.16081879,0.06232915,0.86438893,0.054180099999999995,0.13222013,0.23326536,6.32473496,0.69858142,2.31764549
000028.XSHE,000028.XSHE,212.565,152.7951,0.5648,17.9887,1.9296,5.9639999999999995,2.73,1.33370044,2.92,11.26,97.13,6.21,1.72,79.34,0.87893424,104.86,2.17,2.17,17.54,20.33,-14.67,-18.27,0.5091,123719708319.6484,315189760.0,10987540480.0,321206464.0,,13552382976.0,10987540480.0,417980532.0,10672350208.0,1593082.56820567,3.08,4.38027903,0.03604673,2.92,1.23,2.7,0.6659999999999999,282319360.0,78983288.0,3.6,0.19,19.88,107.44,4.42,4.42,-15.36,15.49,,0.99703058,0.03615409,0.03604673,0.029233699999999998,28244709376.0,1.44076628,0.02304833,1.66554224,0.38901234,19.74250159,0.45771611,0.00324107,0.52017981,1.08411395
